col1,col2,col3,col4,col5,col6,col7,col8,target,
89,78,14,Banana,,FALSE,xxl,"(We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)Job Responsibilities:The TMO Manager will be a “Hands on” Manager responsible for:Designing, building and automating talent management processes, metrics, tracking, and reporting capabilities.Developing rigorous analytical models that provide structure to ambiguous, complex issues.Reviewing data and communicating insights as a basis for talent management action to be utilized with key stakeholders including c-suite executive management.Evaluating Talent data collection process to ensure efficiency and high level of data integrity.Comparing the Company’s talent metrics against relevant industry benchmarks and identifying key areas for improvement.Conducting research, externally and internally to identify trends/benchmarks, implications for talent management analytics and recommend responses.Providing project and thought leadership in areas of subject matter expertise.Integrating analytics across multiple HR groups to ensure synergies in measurement and reporting.Managing annual TMO cycle.Managing highly confidential information.Overseeing and training junior analyst to ensure data accuracy and integrity.Education &amp; Experience: 5+ to 7 years of experienceManagement Experience Required - NoMinimum Education - Bachelor's DegreeWillingness to Travel - OccasionallyVisit  : #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_9753a54b28303bf636a2816399b9c255d76fabb791336a4c748da2611a23264f#",0,
8,5,25,Carrot,,FALSE,m,"The Customer Service Associate will be based in Toronto, ON. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Perform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Lift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (Filing, outgoing shipments, etc)Operating mailing, copy or scanning equipmentShipping &amp; ReceivingHandle time-sensitive material like confidential, urgent packagesPerform other tasks as assignedScanning incoming mail to recipientsPerform file purges and pullsCreate files and ship filesProvide backfill when neededEnter information daily into spreadsheetsIdentify charges and match them to billingSort and deliver mail, small packages",1,
97,45.6,36,Dog,2,True ,l,"The Customer Service Technical Specialist will be based in our Waltham, MA client location. The right candidate will be an integral part of our talented team, supporting our continued growth. Responsibilities:Identify objective data and enter (""key what you see"") at a high level of productivity and accuracyPerform data entry task from a paper and/or document imageUtilize system functions to perform data look-up and validationPerform entry of data presented in structured forms, correspondence text or presented out of context in character stringsPerform document image quality validation, including document type confirmation and verification of image quality and clarityIdentify, classify and sort documents by assigning document types within the data entry applicationPrep documents for scanning to include; separate document by type, separate multiple page documents from single page documents, ensure all paper clips, staples and other fasteners are removed, and sort individual document types by size of the document and make copies as necessaryScan/Image to include; scan documents, ensure each document is scanned, interact with scanning software to indicate when a batch is complete, perform quality assurance and review images, perform quality assurance of documents that have been flagged by the system, and complete Productivity Sheet to track project progress and provide numbers for billing purposesHandle time-sensitive informationHandle confidential informationPerform duties and special requests as assigned by team leader and managerEnsure operating and quality standards are met based on service objectivesMaintain accuracy of required reports, logs and measurementsEnsure the highest levels of customer careIdentify and refer sales-cues leading to potential add-on businessEnsure adherence to business guidelines, safety &amp; security proceduresSupport financial results by minimizing site waste and reworkCross-train in other areas as required",0,
,78,47,Elephant,,,,"Day to Day-Install, upgrade and configure web-based applications:Gathering, evaluating, and organizing client deliverablesModifying HTML, CSS or JSP pages as necessaryPrepping technical client site environment to achieve successful implementation.   Maintenance of templates and tools usedPerforming software release upgradesProviding on-call (after hour) Data Center technical support.",1,
453,4,58,no data,,True ,l,"Construction: Entry-Level Craftsman Associate Position We are a well-established specialty contractor in Everett, looking for 2 talented individuals with an eye for detail ready to enroll in a paid craftsman-training program. You get in on the ground floor in a career with tons of potential with a company that offers strong job security, excellent benefits and treats you with respect.Benefits:  Work with a great team of people in a positive, encouraging, and family-oriented environment. Medical plan includes dental, vision, and life insurance. 2 Week’s Annual Vacation/Sick Leave that accrues daily after six weeks training, Six Paid Holidays, opportunity for Bonuses and more.INSTRUCTIONS:-  Make sure you meet all of the requirements below.-  Please use “Craftsman-Able” as the Headline.-  Include a note explaining why you would be a good candidate for this job.-  Also please enclose your job history or resume.              We look forward to helping you grow together with our friendly team! NOTICE: We do not discriminate on the basis of race, color, religion, national origin, sex, age, sexual preference, disability, or any other protected class. Equal Opportunity Employer.",0,
,4,96,Giraffe,5,True ,xs,"About the CompanyThis is an amazing job opportunity with one of the most robust companies in the Energy Industry! Opportunities for advancement are extensive as the company is currently growing and looking for outstanding employees to grow with it. Strong compensation and benefits packages are available for qualified candidates who want to join the largest player in the Bakken Shale and leader in the Oklahoma Shale plays. Contact us today for an opportunity to join one of the Industry’s leaders in the mission to achieve American energy independence!Please note: This job will require relocation to Oklahoma City, OK.SummaryAssist in preparing completions, testing, and workover procedures. Maintain project management control over equipment installation, well completion, and workovers.Essential Job FunctionsMonitor completion operations, costs, and profitability.Design and implement completion and well workover plans and procedures.Generate and review AFEs for capital expenditures.Review expenditures for properties within a specified area.Analyze well problems and direct actions to be taken.Work well in a fast paced environment.Solve minor problems with little supervision.Consult with Completion Manager on higher risk and more complex problems and projects.Track costs and operational efficiency on a daily basis and report trends.Perform post completion appraisal and provide recommendations for performance improvement.Work with Completion Foremen to ensure safe and efficient operations.Support asset teams as requested.Assure compliance with governmental requirements and company policies.Provide training and resources to accomplish production goals.",1,
4,4,9,Hat,,FALSE,xs,Didn't see a role for you? Don't fret. We’re always looking for talented people to join our team. Send us your CV or portfolio if you are interested.,0,
56,5,78,Ice cream,,FALSE,,"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",0,
8,6,67,Jellyfish,5,True ,s,"Play with kids, get paid for it :-)Love travel? Jobs in Asia$1500 USD + monthly ($200 Cost of living)Housing providedAirfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#",1,
6,3,564,Kite,,True ,m,"we are looking for a Project Manager. The Project Manager works within the Project Management Department, which is responsible for the management of offshore projects, executed for major oil and gas exploration companies worldwide. The Project Manager manages projects in compliance with the applicable management systems and in such a way that they are delivered on time and within budget, to the highest quality, operational and HSE standards and, most importantly, to the excellent satisfaction of our client. The Project Manager will establish and nurture long-standing relationships with our clients. Job requirements BSc or MSc degree in Civil Engineering, Mechanical Engineering, Offshore Engineering or equivalent; A minimum of 10 years offshore installation experience, preferably heavy lift or pipelay, and 3 years in a (project) management position; Extensive experience working in multi-disciplinary teams; Good communicator, building and developing relationship with clients and other external parties; Good command of the English language, both written and spoken; Excellent contractual, negotiation and people management skills; Self-motivated, with a proven track record of commercial success; Willingness to travel. Job tasks Act as the primary contact for the client, authorities and subcontractors; Prepare and manage the project execution plan; Co-ordinate all project activities (including those related to subcontracts) in order to achieve the best performance of the entire organisation; Establish a multi-discipline project organisation in co-operation with discipline leads; Ensure smooth transition between different project phases and functional handover; Ensure project safety performance; Review and approve all project documents and project purchases; Supervise project related internal and external cost reporting; Identify and approve concessions, variation order requests and changes to the contract and subcontracts; Supervise preparation of as-built documentation and prepare project close out reports; Develop and apply knowhow and experience for the purpose of improving customer service and delivering customer satisfaction; Promote and support continuous improvement activities within the Project",1,
,4,122,Lion,,No Entry,l,"You love clients and getting to be a conduit for communication. You love what feels like magic when something beautiful is created to solve a business goal and meet a user’s need. You love working with other designers across a variety of projects. You don’t shy away from difficult conversations, and you are a natural mentor.  Creating visual designs in a fast-paced environment means bringing a strong voice, an efficiency of speed, and an eye for critiquing. Our environment calls for extreme communication, enthusiasm and empathy. As the Art Director, you understand that we have no time for divas or wannabe superheroes. You understand that success is determined by the strength of your team as a whole, and it’s essential each member carry his/her weight.As the Art Director, you’ll work closely with clients across a variety of verticals in both the consumer and enterprise space. These projects should push you outside of your comfort zone, while your industry experience will be utilized to help shape the future of Mutual Mobile’s design team.You’ll keep busy by:Leading work across 1 - 2 key accountsDefining projects in terms of scope, schedule and roadmap with other Account team leadsPromoting and perfecting the integration of agile techniques into the design processWorking with diverse teams to divide work and stay focused on the big pictureParticipating in Business Development pursuits and pitchesWorking to help define the design processCoaching and mentoring other designers to help them progress their career development",0,
9,5,34,missing entry,,FALSE,s,"The Receptionist will be based in Chicago, IL.  The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities include but are not limited to:  Providing reception services, coverage and being the liaison for the scheduling and maintenance of conference duties.We are looking for team players who are proactive and are willing to do “whatever it takes” to get the job doneIdeal candidate has a “can do” attitudeGreet visitors, answer phones, and direct calls appropriatelyBe well spoken, clear and patient with all interactionsRemain calm and professional in stressful situationsFollow documented procedures and other duties as mutually agreedEnforce and handle security compliance standards regarding visitor’s badgesCoordinate conference room reservations and room preparationMaintain conference room standards as designatedHelp resolve employee and customer concerns/issuesAdministrative services/processing large volume reports/invoices using excel and assisting manager with quarterly business reviewsLift large bundles of mail and make mail deliveriesHandle time-sensitive and confidential materialPerform duties and special requests as assigned by management and clientParticipate in cross-training and be flexible to perform varying roles whenever necessaryBalance workload; provide guidance and direction to teamServe as focal point for communication with customer and company personnelEnsure operating and quality standards are met based on service objectivesMaintain accuracy of required reports, logs and measurementsEnsure the highest levels of customer careEnsure adherence to business guidelines, safety &amp; security proceduresSupport financial results by minimizing site waste and reworkDressing in professional attirePerform other tasks as assigned ",0,
34,4,NA,Notebook,,FALSE,m,"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",1,
76,3,12,Orange,,True ,xl,"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today :-)",0,
5,45,5,Piano,,True ,l,"Entry level Software DeveloperLocation : Atlanta, GeorgiaExperience : 1-2 yearsExperience in a production web environment implementing mission critical services.Development of Web Server side PHP in LAMP environments Having experience with XHTML / CSS/ Javascript ia a plus, Knowledge in any of the JavaScript Frameworks and supportive technologiesFamiliarity with Debian Linux,OS X, Ubuntu",1,
34,6,7,missing entry,5,True ,,"The Customer Service Associate will be based in Columbia, MD. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Answering phones and providing callers with professional, courteous and prompt assistance.Collect and document lobby activity and metricsModerate to complex clerical and administrative assignmentsSubmit and follow up with facilities requestsResponsible for maintaining a pleasant and businesslike atmosphere in lobbyAdhere to security policies and proceduresHandle badge requests and photosHandle incoming and outgoing packages and mailAssist with conference room coordination and light cleaning and site organization",1,
4,7,89,Rainbow,,FALSE,xs,"We are currently seeking a Customer Service Team Lead. The right candidate will be an integral part of our talented team, supporting our continued growth. This position will be located in our Tulsa, OKlocation.Responsibilities include, but are not limited to:Must be proficient in Microsoft Office toolsCreate and consolidate data from Excel SpreadsheetsReview and update proceduresWritten communication with customerPerform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Lift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (Filing, outgoing shipments, etc)Operating mailing, copy or scanning equipmentShipping &amp; ReceivingHandle time-sensitive material like confidential, urgent packagesMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assignedScanning incoming mail to recipientsPerform file purges and pullsProvide backfill when neededEnter information daily into spreadsheetsDemonstrate flexibility in satisfying customer demands in a high volume, production environmentTake direction from supervisor or site managerParticipate in cross-training and perform other duties as assignedMaintain all logs and reporting documentation; strong attention to detailConsistently adhere to business procedure guidelinesSort and deliver mail, small packagePerform any and all duties as assigned by management within reprographic services.Establish operating procedures and quality standards.Test and evaluate new equipment and materials.Responsible for all aspects of equipment.Remain informed and adhere to all established safety and security procedures.Perform necessary adjustments as outlined in the operator’s manual for set equipment.Follow start-up, shut-down and clean-up procedures for equipment.Occasional performance of limited operations on more complex, automated equipment.Monitor operations and make mechanical adjustments as needed, to ensure proper quality output.FilingPull and re-shelve FilesSort and prep documents or files for scanningScanningUtilize customer database to look up informationWhen Necessary: Assist in other site duties when needed",0,
57,8,65,Sunflower,,FALSE,m,"As a Sales Representative, you will provide assistance to our customers as they purchase the materials and tools they need for a wide variety of roofing, siding, and window/door replacement projects. From the moment you greet customers until their sales have been finalized, you will provide them with the best in customer service and exterior building supply expertise.Your specific duties as a Sales Representative may include:Determining customers’ needs and recommending appropriate products and solutionsFollowing ABC’s product/supply checklist for each customer’s specific job and upselling additional products and supplies for that jobAnswering customer questions and offering product adviceOrdering products from other ABC Supply branches when necessaryAccepting payment and applying it to the appropriate customer accountArranging with the warehouse for customer product pickupFollowing-up on each delivery to ensure that shipment arrived on time with all items accounted forBalancing out cash drawers and preparing bank deposits at the end of each dayArranging product displays and layouts to maximize effectivenessReordering products to keep the store and warehouse shelves well stockedGiving out comment cards to customersAddressing and resolving customer complaints when necessary",0,
6,,53,Tiger,2,,l,We offer diversified opportunities in various fields including but not limited to- Corporate Banking.- SME'S.- Branches Network Retail and Marketing-corporate banking . ,0,
87,76,42,Umbrella,,True ,xxl,"The Customer Service Associate will be based in Brentwood, TN. The right candidate will be an integral part of our talented team, supporting our continued growth.Key responsibilities:Operate SwitchboardCreate labels, assemble outgoing packages, and not computer systemData entryGreet visitors and general clerical duties.Perform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Create excel spreadsheets, mail merge projects and word documentsAddress and label lettersComplete multiple projects at one timeLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assignedOperating mailing, copy or fax equipmentShipping &amp; ReceivingLift large bundles of mail, overnight packages and shipments of paperHandle time-sensitive material like confidential, urgent packagesMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assigned",1,
59,54,31,Volcano,,True ,m,"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",0,
2,3,23,Watermelon,,FALSE,l,"We are currently seeking a Customer Service Team Lead. The right candidate will be an integral part of our talented team, supporting our continued growth. This position will be located in our Dover, NH location.Responsibilities include, but are not limited to:Data entryPerform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Address and label lettersComplete multiple projects at one timeLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assignedOperating mailing, copy or fax equipmentShipping &amp; ReceivingLift large bundles of mail, overnight packages and shipments of paperHandle time-sensitive material like confidential, urgent packagesProvide courier servicesMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assigned",1,
2,23,16,Xylophone,,FALSE,,"November, 2014Pure Ground Ingredients (PGI)in Carson CityPGI is a fast growing organic herb/spice/botanicals importing and production company that utilizes extensive food safety, handling and management practices to insure a quality product. We currently have a number of open positions in our shipping, warehouse and production operations.Food Production Manager- Experience managing staff and processing including milling, blending, packing, roasting, micro treatment operations, etc..- Experience with OSHA, HACCP and industry food/safety standards and policies- Experience manage physical plant operations, including electrical and food production machineryAll applicants must submit to drug and background screening.Company is an Equal Opportunity Employer.",0,
34,4,27,Yawn,,True ,l,"The Customer Service Technical Specialist will be based in our Tulsa, OK client location. The right candidate will be an integral part of our talented team, supporting our continued growth. Responsibilities:Simple typingData entry for work tickets and for reportsCovering phones and help customers at front deskSupporting and helping Copy Services at the customer service counterContacting equipment providers for service as necessaryOrdering supplies and keeping track of inventoryMaintaining all logs and reporting documentation; attention to detailHandling time-sensitive material like confidential, urgent projectsMaintaining the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrating flexibility in satisfying customer demands in a high volume, production environmentConsistently adhering to business procedure guidelinesTaking direction from supervisor or site managerPerforming other tasks as assigned and participate in crosstrainingAdhering to all safety procedures",1,
5,5,73,,,True ,s,"Namely is an agile startup dedicated to building an end-to-end Human Capital Management platform for businesses of all sizes – clients like Birchbox, Hailo &amp; Warby Parker all use Namely for HR management. Our users are varied (HR administrators, managers, and average employees), and our clients each have their own culture and policies.",0,
6,67,84,Apple,,True ,m,"GBI is a growing company developing several cutting edge systems in the financial industry.  We are set to embark on a few exciting new integrations with new partners, and are seeking individuals to lead and execute on these new projects, from design to implementation to support.  If you are self-motivated, detail-oriented, and energetic with a passion for leading all facets of a software development project and building a team to bring that to bear, this is the company for you.  DESCRIPTIONHighly motivated individual who can quickly come up to speed, understand and support existing applications.Experience with business analysis, requirements gathering, functional specifications, testing, and support of new and existing applications.Demonstrated ability of working with users and being the go-to person for any application related issues.  Ability to quickly become a subject matter expert.Utilize leadership and organizational skills to effectively manage multiple tasks.  Interface with partners, clients, and executive team to ensure success as needed on these tasks.Support meetings with various levels of users and management, helping to document and support follow-up of meeting priorities.",0,
7,6,95,Banana,,FALSE,l,"As an Outside Sales Representative, you must have excellent sales talents as well as the willingness to learn the ABC Supply sales approach. It will also be very helpful to your role as an Outside Sales Representative if you have existing knowledge of exterior building product lines such as siding, roofing, and windows.  This will not only to lend credibility to your sales presentations, but also to assist the Branch Manager in the selection of new product lines. It is also vital for your role as an Outside Sales Representative that you have empathy for your customers and their needs, and always provide them with the best possible service.",1,
8,78,74,Carrot,,FALSE,s,"We are Netguru and we love to develop web applications based on Ruby On Rails framework. We value quality, transparent communication and passion for work. This time we are looking for a junior HR Marketing manager, who knows how to build brand awareness and keep great relationship with our candidates. If you feel that’s you - apply.",1,
98,4,63,Dog,,True ,m,"As an Outside Sales Representative, you must have excellent sales talents as well as the willingness to learn the ABC Supply sales approach. It will also be very helpful to your role as an Outside Sales Representative if you have existing knowledge of exterior building product lines such as siding, roofing, and windows.  This will not only to lend credibility to your sales presentations, but also to assist the Branch Manager in the selection of new product lines. It is also vital for your role as an Outside Sales Representative that you have empathy for your customers and their needs, and always provide them with the best possible service.",0,
7,4,52,Elephant,,True ,xl,"Internal/External Employment OpportunityPosition Title: Intensive Case Management Worker (Bilingual Essential)Component/Team: Intensive Case ManagementStatus: Permanent, 1.0 FTE Full-time (35 hours per week)Salary Scale: $44,624 - $53,764 annualized salary, plus benefitsStart Date: ImmediatelyPosition Description:The Intensive Case Management Worker is responsible for case management of clients with an overwhelming substance use disorder and mental health issues. This is a highly independent position that requires meeting clients alone in the community. The incumbent Intensive Case Management Worker exhibits capacity to work with people with concurrent disorders utilizing both a housing-first model and a harm reduction approach.Reporting Relationship:The Intensive Case Management Worker reports directly to the Program Coordinator and the Director of Oasis.Application Deadline: September 12th, 2014 at 4:00 PM",0,
654,4,1,Flower,,True ,l,"We're a Fort Worth based startup trying to change the way that companies manage, monitor, and develop their HIPAA compliance program. We're a growing team that works closely together. We move fast, and we enjoy what we do. Companies and organizations all over the country are using Accountable to help manage their HIPAA compliance. Join us. Build something big with us. Accountable is backed by Techstars and RockHealth.Become a member of our growing Fort Worth, Texas based Marketing team. You'll help us expand our brand and reach through online marketing, SEM, content marketing, affiliate network, and partnerships. Your job: Drive targeted trafficDevelop and execute against a marketing planManage numerous marketing channels concurrentlyManage public relationsManage Google Adwords and optimizeBuild landing pages using Unbounce and A/B test to identify best converting pagesDraft landing page copy",1,
3,5,2,Giraffe,,FALSE,,"Apcera is revolutionizing enterprise technology and the experiences around it. Continuum by Apcera is an innovative platform that solves some of IT’s toughest challenges in a user-friendly way. Our platform lets people apply policy to ensure that what should happen, will happen. We make technology smarter so that people can spend less time on maintenance and more time on making new things.We're seeking an experienced Visual Designer who will work closely with many members of our team in order to create compelling and efficient visual designs for the Continuum product.",0,
4,6,453,Hat,5,FALSE,xs,"Play with kids, get paid for it :-)Love travel? Openings in China$1500 USD + monthly ($200 Cost of living)Housing providedAirfare ReimbursedExcellent for student loans/credit cardsPlease let us know when you would be looking to start when applying",1,
5,3,34,Ice cream,,True ,m,"The primary function of this position is to perform specific tasks and follow standard procedures to complete the following:  unload various raw materials and chemicals in bulk form while maintaining and following proper recordkeeping and documentation, prepare various fermentation ingredients through the use of automated batching systems and programs, cleaning assignments throughout the plant and outside grounds to maintain good housekeeping on regular basis, assist other departments throughout the plant with various tasks as assigned by GS Supervisor or GS Lead Operator. Essential Duties and Responsibilities include the following and other duties as be assigned. Inspect, document, and unload bulk raw materials and chemicals, including both tankers and railcars, per written standard operating procedures.Effectively operate and manage ingredient batching systems in order to produce quality ingredients that meet specification and ensure delivery of these ingredients to the processing department is consistent and on time.Effectively manage tank levels of various raw materials to ensure an un-interrupted supply and safe unloading levels.Perform routine and non-routine cleaning tasks both inside and outside the facility as required by the department master cleaning schedule or as assigned by the SupervisorAssist with other areas of the department including shipping/dock receiving and line supply when needed.Perform miscellaneous minor repairs in department, as directed by Supervisor.Participate in various special plant projects, as directed by Supervisor.",1,
4,4,23,Jellyfish,,True ,l,"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",0,
3,5,12,Kite,,True ,xxl,"We are currently seeking a Customer Service Associate – Mail and Document Preparation. The right candidate will be an integral part of our talented team, supporting our continued growth. This position will be located in our Windsor CT location.Responsibilities include, but are not limited to:Open mail manually or by use of high speed openers or auto-assist extraction equipmentIdentify, classify and sort documentsPrepare mail and documents for scanningAssemble document batches, verifying document and/or page volumesLift large boxes of paper for storage or production useHandle time-sensitive materialsHandle confidential materialsProcess cash, or checks in accordance with security and operating policies and proceduresPerform daily key-operator mail processing equipment maintenancePerform duties and special requests as assigned by team leader and managerEnsure operating and quality standards are met based on service objectivesMaintain accuracy of required reports, logs and measurementsEnsure the highest levels of customer careIdentify and refer sales-cues leading to potential add-on businessEnsure adherence to business guidelines, safety &amp; security proceduresSupport financial results by minimizing site waste and reworkAbility to cross-train to other functional areas",0,
45,4,5,Lion,,FALSE,m,"DUTIES: Conduct research for building technical, statistical, algorithmic and math modelsto perform stocks, options and futures markets analysis, and implementing those models assoftware products that help to improve company clients’ stock and options trading; Taking partin quantitative analysis with the team of traders to build algorithmic models to optimize stocksand options trading, research and historical data analysis contributing to the generation of newtrading ideas and strategies; Developing, designing, programming and debugging the software toimplement built algorithmic models that will improve stocks and options trading and performadvanced risk management, as a standalone desktop software, and public trading platforms addons(Metatrader, NinjaTrader, TradeStation); Developing technical indicators and tradingtemplates as specified by the company and its team members for TradeStation, NinjaTrader,SierraCharts / AT Charts and ThinkOrSwim. Improving proprietary finance software thatcompany provides to its clients, including optimization and modification of technical indicators,algorithmic trading systems, expert advisors and custom scanners, artificial intelligence neuralnetwork-based predictive software to forecast future stocks movements; Creating proprietaryfinance software including that which is available for public users and which is used in-house;Orienting web applications and creating tools for financial analysis and other purposes bycreating client-server oriented software in Adobe Flex to perform both client and server side;Building protection systems for company software and providing registered users with theiractivation keys and membership subscription management.",0,
6,3,Missing,Mountain,5,FALSE,l,"We are a boutique digital agency based in Auckland, serving a wide range of clients including some of New Zealand's best known and most loved consumer brands. We have an immediate need for a promising digital developer.",1,
7,45,89,Notebook,,True ,,"We are looking for a candiate that is capable of developing a Flash/AS3 based video player. &nbsp;The candidate should have knowledge of scripting in AS3, handling video streams, and should be able to program functional user interfaces.",0,
8,6,65,Orange,,True ,l,"(We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)EDUCATION: 4-year degree required; Business, Food Science, Engineering or related disciplines.REQUIRED SKILLS:3+ years of experience in a food manufacturing or consumer packaged goods industry;Must have experience in a Lean Manufacturing environment;Good knowledge of quality regulatory requirements: GMP, AIB, FDA;Visit - #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_2954b76adf23051d4bc35fc729f5a18c5de715ed82dfaee24b3aabbf3874ca57# ",1,
,7,53,Piano,,True ,s,"(We have more than 1500 Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)Location - Atlanta, GA, USAJob Type – PermanentJob Requirements &amp; Responsibilities –SPECIFIC RESPONSIBILITIESCoordination and project management of New Product Development projects:Act as team leader and perform project management duties on New Product Development projects by leading cross functional teams through a defined and gated NPD process.Lead cross functional teams through the development of a project timeline and maintain it throughout the life of the project. Periodically present the status of the project to management.Facilitate and coordinate project activities to minimize project timelines.Assign to alternate members find alternative resources or personally complete project tasks for team members who are absent or unable to complete tasks per the timeline.Develop and manage the project budget with the team including development expense capital tooling and expense tooling.Guide the team to develop new products that meet cost targets. Primarily responsible for creating preliminary product cost estimates in conjunction with engineering. Primarily responsible for the accuracy of preliminary cost estimates and final costing of products.Define roles &amp; responsibilities for team members in undefined processes when new processes are created or unique instances occur.Manage the collection of project data for NPD process gate exits and release for shipment documents.Facilitate team meetings and record meeting minutes.Connect members to appropriate personnel including manufacturing test labs legal etc.Drive the team manufacturing personnel and supply chain towards on time completion of the pilot build and inventory build.EDUCATION AND EXPERIENCE REQUIREMENTSBachelor of Science degree in Engineering (or other applicable four year degree) and a minimum of eight years of experience in project management product design process engineering or manufacturing engineering. Alternately fifteen years of experience and proven ability in related field or work environment. Experience in managing projects working in cross-functional team environment and/or functioning as project team leader required. Strong organizational and communication skills required.Visit - #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_2954b76adf23051d4bc35fc729f5a18c5de715ed82dfaee24b3aabbf3874ca57# ",0,
76,8,42,Queen,,FALSE,m,"Position # 1Ruby Automation EngineerLocation: Menlo Park, CAPosition # 2Ruby on Rails EngineerLocation : Pleasanton, CALength – 9 months plus.Looking for 4-5 years of experience. Someone who has worked on some exciting eCommerce web projects with ROR.",1,
